genome_a,genome_b,edge,Phylogenetic distance (GTDB),Functional distance (KO jaccard),category
MarDB_Pseudoalteromonas_sp_SCSIO_11900,MAGsDB_TARA_ANE_MAG_00001,0,2.040025924,0.6346229,unlinked
MAGsDB_NHCZ01,MarDB_Citreicella_marina_strain_DSM_26424,0,2.886529515,0.711809317,unlinked
MarDB_Vibrio_chagasii_strain_LC2-408,MAGsDB_TARA_ANW_MAG_00023,0,2.594129384,0.721609114,unlinked
MAGsDB_PAAF01,MAGsDB_DKQI01,0,2.00937329,0.599030471,unlinked
MAGsDB_PBLJ01,MAGsDB_NHDO01,0,2.055062127,0.653846154,unlinked
MAGsDB_PBGD01,MAGsDB_NZVD01,0,2.560907727,0.693540052,unlinked
MAGsDB_TARA_RED_MAG_00025,MAGsDB_TARA_IOS_MAG_00035,0,2.4682579,0.637625658,unlinked
MarDB_Candidatus_Pelagibacter_sp_HTCC7211,MarDB_Prochlorococcus_sp_AG-347-K15,0,3.498318207,0.67551963,unlinked
MarDB_Marine_Group_III_euryarchaeote_CG-Epi1,MarDB_Prochlorococcus_sp_AG-355-I04,0,3.125357708,0.83824379,unlinked
MAGsDB_PBWA01,MAGsDB_TARA_ANE_MAG_00016,0,2.669168814,0.618346546,unlinked
MAGsDB_DBIA01,MAGsDB_TARA_MED_MAG_00085,0,2.193319047,0.57496497,unlinked
MAGsDB_DKPR01,MAGsDB_TARA_PSW_MAG_00006,0,1.833546368,0.602120536,unlinked
MarRef_Sulfitobacter_sp_SK025,MarDB_Alphaproteobacteria_bacterium_MarineAlpha3_Bin6,0,1.39361365,0.527128548,unlinked
MarRef_Sulfitobacter_sp_SK025,MAGsDB_TARA_ANE_MAG_00011,0,1.573525536,0.538592027,unlinked
MarDB_GCF_003326775.1_ASM332677v1,MAGsDB_DCCB01,0,1.838766066,0.523248408,unlinked
MAGsDB_TARA_ANW_MAG_00065,MarDB_Acidimicrobiales_bacterium_MED-G01,0,1.952490014,0.699503311,unlinked
MAGsDB_DCWH01,MAGsDB_PBTB01,0,1.491415899,0.641456583,unlinked
MAGsDB_PBPT01,MAGsDB_DBUW01,0,2.105197534,0.660681115,unlinked
MAGsDB_PBTB01,MAGsDB_PBQI01,0,1.549256927,0.608096085,unlinked
MarDB_Prochlorococcus_sp_AG-402-M23,MAGsDB_DALQ01,0,3.205673277,0.792792793,unlinked
MAGsDB_PBRL01,MAGsDB_DEAT01,0,2.284188925,0.650689035,unlinked
MAGsDB_TARA_ANE_MAG_00015,MAGsDB_TARA_PSW_MAG_00089,0,2.30125164,0.708994709,unlinked
MarDB_Erythrobacter_citreus_LAMA_915,MAGsDB_TARA_PSE_MAG_00095,0,3.027020159,0.647540984,unlinked
MarDB_GCF_003788635.1_ASM378863v1,MAGsDB_TARA_RED_MAG_00023,0,2.549160696,0.700918964,unlinked
MarDB_Caulobacter_crescentus_OR37,MAGsDB_DATY01,0,2.762107227,0.820925553,unlinked
MAGsDB_TARA_PSE_MAG_00031,MarRef_Citromicrobium_sp_JL477,0,3.254812425,0.665510406,unlinked
MAGsDB_DDEL01,MAGsDB_DKPS01,0,2.018761817,0.631009095,unlinked
MarDB_Nocardioides_sp_REDSEA-S43_B3,MarDB_SAR116_cluster_bacterium_REDSEA-S10_B10N8,0,2.140634706,0.662959795,unlinked
MAGsDB_PBVH01,MAGsDB_TARA_IOS_MAG_00003,0,2.778608321,0.669811321,unlinked
MAGsDB_TARA_PSE_MAG_00056,MAGsDB_TARA_PON_MAG_00033,0,2.856544646,0.799536501,unlinked
MAGsDB_TARA_MED_MAG_00027,MAGsDB_DJZG01,0,2.035776605,0.609324759,unlinked
MAGsDB_PAIS01,MAGsDB_DGJX01,0,2.850932227,0.697459584,unlinked
MAGsDB_TARA_RED_MAG_00043,MAGsDB_DIIE01,0,2.180612204,0.681348559,unlinked
MarDB_Prochlorococcus_sp_AG-402-B05,MAGsDB_DKAI01,0,2.312846903,0.670707071,unlinked
MAGsDB_DEBC01,MarRef_Chromohalobacter_salexigens_DSM_3043,0,1.858437327,0.570710456,unlinked
MarDB_Prochlorococcus_sp_AG-347-K18,MarDB_SAR116_cluster_bacterium_AG-426-I14,0,3.079358127,0.681522283,unlinked
MAGsDB_DKPR01,MAGsDB_DAUW01,0,2.514038964,0.789361702,unlinked
MAGsDB_PAIY01,MAGsDB_PASN01,0,2.173189183,0.624521073,unlinked
MarDB_Methylophilales_bacterium_HTCC2181,MarDB_Pelagibacteraceae_bacterium_AG-404-P08,0,2.377031767,0.59204893,unlinked
MarDB_Halieaceae_bacterium_MED-G27,MAGsDB_NZGY01,0,2.005952227,0.621567847,unlinked
MAGsDB_TARA_RED_MAG_00015,MAGsDB_TARA_PON_MAG_00033,0,2.77135012,0.788507109,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-447-N18,MAGsDB_NYZX01,0,1.977462237,0.660062565,unlinked
MAGsDB_DAZU01,MAGsDB_DGPX01,0,2.915609027,0.774573278,unlinked
MarRef_Formosa_sp_Hel3_A1_48,MAGsDB_DDEH01,0,1.045042228,0.370643432,unlinked
MAGsDB_PARI01,MAGsDB_DFWB01,0,1.747742669,0.575712881,unlinked
MAGsDB_DLCH01,MarDB_SAR116_cluster_bacterium_AG-447-A06,0,2.049524227,0.633067729,unlinked
MarDB_Prochlorococcus_sp_AG-402-B05,MAGsDB_NZIJ01,0,2.915047227,0.661936138,unlinked
MAGsDB_TARA_MED_MAG_00021,MarDB_Prochlorococcus_sp_AG-418-I20,0,3.04500199,0.638100437,unlinked
MAGsDB_DALQ01,MAGsDB_DDJT01,0,3.082077277,0.748582231,unlinked
MarDB_GCF_003788635.1_ASM378863v1,MAGsDB_DATW01,0,2.597889929,0.830327869,unlinked
MarDB_GCA_003331225.1_ASM333122v1,MarRef_Erythrobacter_sp_YH_07,0,2.808524814,0.657657658,unlinked
MarDB_Pelagibaca_bermudensis,MarDB_Erythrobacter_citreus_LAMA_915,0,1.515999973,0.513863882,unlinked
MAGsDB_PAST01,MarDB_SAR116_cluster_bacterium_AG-325-I21,0,2.706752227,0.699083503,unlinked
MarDB_Prochlorococcus_sp_AG-388-D03,MAGsDB_DCPZ01,0,3.286798227,0.672121896,unlinked
MarDB_Marinobacterium_litorale,MarDB_Pseudoalteromonas_arabiensis_JCM_17292,0,0.939585627,0.447657029,unlinked
MAGsDB_PAYZ01,MarDB_Prochlorococcus_sp_AG-355-G23,0,3.550175927,0.805341246,unlinked
MAGsDB_PBAL01,MarDB_SAR116_cluster_bacterium_AG-447-C21,0,1.983240907,0.649820931,unlinked
MarDB_Prochlorococcus_sp_AG-347-C10,MAGsDB_PACV01,0,3.226241914,0.696529968,unlinked
MAGsDB_PAPI01,MAGsDB_TARA_RED_MAG_00055,0,3.031789324,0.787822878,unlinked
MAGsDB_NHBR01,MAGsDB_PALX01,0,2.739229817,0.656484962,unlinked
MAGsDB_NYUA01,MAGsDB_NZIY01,0,1.595962227,0.602305476,unlinked
MAGsDB_PBVQ01,MAGsDB_DEAN01,0,2.283859152,0.637847642,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-447-N18,MarDB_Nitrosopelagicus_sp_REDSEA-S31_B2,0,2.644081483,0.805795314,unlinked
MAGsDB_PBID01,MarRef_Muricauda_lutaonensis_strain_CC-HSB-11,0,2.369819927,0.695128339,unlinked
MAGsDB_TARA_ASW_MAG_00002,MAGsDB_DCWQ01,0,2.425747974,0.638323353,unlinked
MarDB_Prochlorococcus_sp_AG-388-A04,MAGsDB_DCKY01,0,2.801838227,0.653398058,unlinked
MarDB_SAR116_cluster_bacterium_AG-325-I21,MAGsDB_PBJG01,0,3.003847914,0.71275395,unlinked
MarDB_Vibrio_splendidus_strain_10N_261_55_E11,MAGsDB_PBME01,0,1.59079322,0.861538462,unlinked
MarDB_Prochlorococcus_sp_AG-355-J09,MAGsDB_PARX01,0,3.450882827,0.65645933,unlinked
MarDB_Vibrio_chagasii_strain_LC2-408,MarDB_Citreicella_marina_strain_DSM_26424,0,2.288884738,0.564043653,unlinked
MarDB_GCF_900474185.1_UW69,MAGsDB_DKPX01,0,1.920934214,0.645304851,unlinked
MAGsDB_TARA_PSW_MAG_00059,MAGsDB_TARA_MED_MAG_00019,0,2.415235052,0.632081477,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-470-G21,MAGsDB_TARA_RED_MAG_00034,0,1.730112854,0.601973684,unlinked
MAGsDB_PBRL01,MAGsDB_NZIY01,0,2.583982227,0.687912088,unlinked
MarDB_Prochlorococcus_sp_AG-363-P19,MarDB_Prochlorococcus_sp_AG-402-K10,0,0.736152227,0.265264586,unlinked
MAGsDB_DDDN01,MAGsDB_TARA_PSW_MAG_00058,0,2.282392896,0.683189655,unlinked
MarDB_Pseudoalteromonas_ruthenica_S3137,MAGsDB_DCQV01,0,1.8336234,0.664549869,unlinked
MAGsDB_PBLK01,MAGsDB_PBWJ01,0,3.149831747,0.640490798,unlinked
MAGsDB_TARA_MED_MAG_00066,MAGsDB_TARA_ION_MAG_00016,0,1.711220184,0.573085847,unlinked
MAGsDB_DLCF01,MAGsDB_NZFP01,0,2.454768227,0.618209256,unlinked
MAGsDB_DAKR01,MarDB_GCA_003331225.1_ASM333122v1,0,2.696391224,0.796980739,unlinked
MAGsDB_NZWJ01,MAGsDB_PAZL01,0,2.490902227,0.648491879,unlinked
MarDB_Prochlorococcus_sp_scB241_528N17,MAGsDB_PATB01,0,3.255121247,0.636621315,unlinked
MAGsDB_DBAN01,MAGsDB_PBFM01,0,1.923289249,0.663631765,unlinked
MAGsDB_NHDG01,MarRef_Alteromonas_macleodii_str_Black_Sea_11,0,2.324150189,0.650692624,unlinked
MAGsDB_DHZF01,MarDB_Prochlorococcus_sp_AG-347-J20,0,3.470775327,0.68562472,unlinked
MarDB_Vibrio_chagasii_strain_LC2-408,MAGsDB_PBHD01,0,2.597036537,0.688896648,unlinked
MarDB_Silicibacter_sp_TrichCH4B,MAGsDB_NHDO01,0,2.519929798,0.557848195,unlinked
MarDB_GCA_003332015.1_ASM333201v1,MAGsDB_NZXG01,0,1.737261614,0.652980655,unlinked
MarDB_gamma_proteobacterium_HIMB55,MAGsDB_PAME01,0,2.675152227,0.607799193,unlinked
MarRef_Formosa_sp_Hel3_A1_48,MarDB_Prochlorococcus_sp_AG-418-K17,0,3.158448228,0.665322581,unlinked
MarDB_Vibrio_splendidus_strain_10N_261_55_E11,MAGsDB_DKNY01,0,1.14638482,0.579258287,unlinked
MarDB_Roseobacter_sp_MED193,MarDB_Pseudoalteromonas_sp_H71,0,2.466274897,0.555808656,unlinked
MAGsDB_DEPK01,MAGsDB_NZGX01,0,2.592052387,0.710344828,unlinked
MAGsDB_TARA_PSE_MAG_00050,MAGsDB_DGNA01,0,0.87961483,0.47483871,unlinked
MAGsDB_TARA_ANE_MAG_00027,MAGsDB_NYVA01,0,3.171003206,0.767879548,unlinked
MAGsDB_PAHQ01,MAGsDB_NZFK01,0,1.781402427,0.668786127,unlinked
MAGsDB_DHXI01,MAGsDB_DGPX01,0,0.956712227,0.46684492,unlinked
MAGsDB_DAFS01,MAGsDB_DDIH01,0,2.832141254,0.783590308,unlinked
MAGsDB_NHEH01,MAGsDB_TARA_MED_MAG_00006,0,2.210112207,0.672487022,unlinked
MAGsDB_TARA_ANE_MAG_00040,MAGsDB_PCCK01,0,2.939292784,0.644021739,unlinked
MarDB_Microbacteriaceae_bacterium_strain_strain_Alg239_V181,MAGsDB_TARA_ANE_MAG_00029,0,2.607695251,0.679664363,unlinked
MAGsDB_DDIN01,MAGsDB_NZPQ01,0,2.829006687,0.689849624,unlinked
MAGsDB_NZGS01,MAGsDB_DKAC01,0,2.564955985,0.645013724,unlinked
MarDB_Candidatus_Thioglobus_sp_MED-G25,MAGsDB_PAPB01,0,2.412052207,0.649385355,unlinked
MAGsDB_TARA_MED_MAG_00054,MAGsDB_DAOU01,0,2.73893296,0.787771899,unlinked
MAGsDB_TARA_ANE_MAG_00006,MAGsDB_DEYL01,0,2.415837641,0.588370754,unlinked
MAGsDB_NZOF01,MarDB_Prochlorococcus_sp_AG-347-L21,0,3.538530757,0.690395956,unlinked
MarDB_Marinobacter_sp_ES1,MarRef_Candidatus_Thioglobus_singularis_PS1,0,1.178017747,0.570859873,unlinked
MAGsDB_TARA_PSW_MAG_00054,MAGsDB_TARA_RED_MAG_00053,0,2.72676466,0.713692946,unlinked
MAGsDB_NZNM01,MAGsDB_TARA_MED_MAG_00025,0,2.141774134,0.662289916,unlinked
MarDB_Rhodobacteraceae_bacterium_SB2,MAGsDB_TARA_ASW_MAG_00001,0,2.38370002,0.593117409,unlinked
MAGsDB_PABM01,MAGsDB_PAAR01,0,2.834572237,0.679233227,unlinked
MarDB_Prochlorococcus_sp_scB245a_520K10,MarDB_Prochlorococcus_sp_AG-402-A08,0,0.656428554,0.239598278,unlinked
MAGsDB_TARA_PSE_MAG_00038,MAGsDB_DCWU01,0,1.6078136,0.507263923,unlinked
MAGsDB_TARA_ANE_MAG_00006,MAGsDB_DBHM01,0,1.649516721,0.563940092,unlinked
MarDB_Synechococcus_sp_RS9916,MAGsDB_PBZV01,0,2.208720116,0.812559923,unlinked
MAGsDB_TARA_MED_MAG_00002,MAGsDB_PAUB01,0,2.035254771,0.59202454,unlinked
MAGsDB_DCQB01,MAGsDB_TARA_PSE_MAG_00089,0,2.627570269,0.664168618,unlinked
MAGsDB_PAFY01,MarDB_Prochlorococcus_sp_AG-459-N19,0,3.088064274,0.684151786,unlinked
MarDB_Citromicrobium_sp_JLT1363,MAGsDB_NZGF01,0,3.268150997,0.632929104,unlinked
MAGsDB_DIIC01,MarDB_Prochlorococcus_sp_scB243_498I20,0,2.858672227,0.644476604,unlinked
MarRef_Synechococcus_sp_CC9902,MAGsDB_TARA_IOS_MAG_00012,0,2.791075894,0.631660631,unlinked
MarDB_SAR116_cluster_bacterium_AG-447-A06,MAGsDB_DJHS01,0,2.116675125,0.673400673,unlinked
MAGsDB_DAZE01,MAGsDB_PBRP01,0,2.673477227,0.827437446,unlinked
MarDB_Prochlorococcus_sp_AG-679-M23,MarRef_alpha_proteobacterium_HIMB59,0,3.437184977,0.620897155,unlinked
MarDB_GCF_003386165.1_ASM338616v1,MAGsDB_TARA_ANE_MAG_00001,0,2.80685772,0.644962604,unlinked
MAGsDB_TARA_RED_MAG_00015,MarDB_SAR324_cluster_bacterium_lautmerah10,0,1.991226436,0.617580426,unlinked
MAGsDB_DHZO01,MAGsDB_PAFB01,0,1.134703764,0.571858864,unlinked
MAGsDB_PBCY01,MAGsDB_PBQA01,0,2.054929739,0.664543524,unlinked
MarRef_Tistrella_mobilis_KA081020-065,MAGsDB_PAHN01,0,2.64162203,0.7208981,unlinked
MAGsDB_PAMH01,MarRef_Prochlorococcus_marinus_AS9601,0,2.667188227,0.667497507,unlinked
MarDB_Vibrio_sp_10N_286_48_B8,MAGsDB_NZWJ01,0,1.918798928,0.742271622,unlinked
MarDB_GCA_003702465.1_ASM370246v1,MAGsDB_TARA_PSW_MAG_00089,0,2.243059892,0.840703518,unlinked
MarDB_alpha_proteobacterium_HIMB114,MarDB_GCA_003451575.1_ASM345157v1,0,2.385848527,0.598244759,unlinked
MAGsDB_NZID01,MAGsDB_NHEU01,0,3.024278814,0.650474595,unlinked
MAGsDB_DAGO01,MAGsDB_PBKH01,0,2.435677227,0.792089792,unlinked
MAGsDB_DACC01,MAGsDB_TARA_ANW_MAG_00012,0,2.385000574,0.875411997,unlinked
MarDB_Idiomarina_zobellii,MAGsDB_DKOA01,0,1.981496055,0.621680453,unlinked
MAGsDB_DJYV01,MAGsDB_TARA_PON_MAG_00038,0,2.776947134,0.649807587,unlinked
MarDB_Prochlorococcus_sp_AG-355-P16,MarDB_Pelagibacteraceae_bacterium_AG-390-C22,0,3.356989367,0.655609168,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-404-P08,MAGsDB_DKFX01,0,3.040052237,0.686559679,unlinked
MAGsDB_DGPR01,MAGsDB_TARA_ION_MAG_00007,0,2.122281314,0.646939808,unlinked
MAGsDB_NZRR01,MAGsDB_PABM01,0,2.980407237,0.787249284,unlinked
MAGsDB_DKPW01,MAGsDB_DKQI01,0,1.639002204,0.640298507,unlinked
MAGsDB_NZGW01,MarDB_Prochlorococcus_sp_scB243_495L20,0,3.050402282,0.688090737,unlinked
MAGsDB_TARA_RED_MAG_00007,MarRef_Prochlorococcus_marinus_bv_HNLC2,0,2.995590487,0.640767386,unlinked
MarDB_Psychrobacter_pacificensis_strain_DSM_23406,MAGsDB_TARA_ANW_MAG_00009,0,0.699875826,0.511954459,unlinked
MarDB_OCS116_cluster_bacterium_AG-435-F03,MarDB_Halomonas_taeanensis_strain_BH539,0,2.359118104,0.651587302,unlinked
MAGsDB_NHFB01,MarDB_Pseudoalteromonas_sp_13_15,0,1.494670942,0.61736993,unlinked
MAGsDB_PAPG01,MarRef_Muricauda_lutaonensis_strain_CC-HSB-11,0,2.963373634,0.609737249,unlinked
MarDB_GCA_003452485.1_ASM345248v1,MarDB_Prochlorococcus_sp_AG-418-D13,0,3.459007957,0.662239929,unlinked
MAGsDB_NZVC01,MAGsDB_NHCB01,0,2.140122227,0.604128939,unlinked
MarRef_Synechococcus_sp_WH_7803,MAGsDB_TARA_ASW_MAG_00023,0,2.700225214,0.657171414,unlinked
MAGsDB_TARA_ANE_MAG_00033,MAGsDB_PBVL01,0,2.619131914,0.727647868,unlinked
MarDB_OCS155_cluster_bacterium_AG-333-G23,MAGsDB_NZNV01,0,2.790953111,0.707341772,unlinked
MAGsDB_PAOL01,MarDB_Prochlorococcus_sp_AG-347-K15,0,2.990187927,0.719885277,unlinked
MarRef_Alteromonas_mediterranea_strain_AR43,MAGsDB_TARA_ANW_MAG_00031,0,2.09950625,0.629508197,unlinked
MAGsDB_DAHL01,MAGsDB_TARA_MED_MAG_00012,0,2.384669974,0.828437133,unlinked
MAGsDB_PBJN01,MAGsDB_PAIF01,0,2.701039614,0.649540292,unlinked
MAGsDB_TARA_PSW_MAG_00060,MAGsDB_PBPL01,0,1.870902227,0.616680708,unlinked
MarDB_Pseudoalteromonas_distincta,MAGsDB_TARA_RED_MAG_00031,0,2.366100924,0.766897081,unlinked
MAGsDB_PCBC01,MAGsDB_DCBW01,0,2.402858662,0.651105651,unlinked
MAGsDB_TARA_MED_MAG_00025,MarDB_Nitrosopumilus_sp_Nsub,0,2.335246092,0.81202046,unlinked
MarDB_Pelagibaca_bermudensis,MarDB_Prochlorococcus_marinus_GP2,0,3.428165127,0.65981241,unlinked
MarDB_GCA_003331425.1_ASM333142v1,MarDB_Pelagibacteraceae_bacterium_AG-426-M19,0,2.520867276,0.803374055,unlinked
MarDB_Thaumarchaeota_archaeon_SCGC_AAA007-O23,MAGsDB_PBQI01,0,1.917354364,0.821831304,unlinked
MAGsDB_TARA_MED_MAG_00117,MarDB_GCF_900474185.1_UW69,0,2.142263872,0.632443532,unlinked
MAGsDB_DBHM01,MAGsDB_PADF01,0,2.506344597,0.79214123,unlinked
MAGsDB_DCXL01,MarDB_GCA_003485885.1_ASM348588v1,0,2.353767227,0.698845266,unlinked
MarDB_Candidatus_Thioglobus_sp_MED-G25,MAGsDB_PBDJ01,0,2.20833873,0.650134771,unlinked
MAGsDB_TARA_PSW_MAG_00059,MAGsDB_TARA_PSW_MAG_00076,0,1.839879292,0.666978923,unlinked
MAGsDB_TARA_MED_MAG_00087,MAGsDB_PAQG01,0,2.475342947,0.707076566,unlinked
MarDB_Prochlorococcus_sp_AG-436-A04,MAGsDB_PBDW01,0,2.995448227,0.690068493,unlinked
MAGsDB_NHEC01,MAGsDB_PBKU01,0,2.22829162,0.668153434,unlinked
MAGsDB_PBAS01,MAGsDB_NZRN01,0,2.264411035,0.683045356,unlinked
MAGsDB_PBOO01,MAGsDB_TARA_ANW_MAG_00026,0,2.562428002,0.627737226,unlinked
MarDB_Vibrio_caribbenthicus_ATCC_BAA2122,MarDB_Pelagibacteraceae_bacterium_AG-325-E08,0,2.391122027,0.703661759,unlinked
MAGsDB_PBGO01,MAGsDB_DADW01,0,2.694056921,0.737876802,unlinked
MAGsDB_NZRP01,MAGsDB_TARA_ION_MAG_00047,0,0.885199914,0.384452297,unlinked
MAGsDB_TARA_ANW_MAG_00001,MarDB_Pelagibacterales_bacterium_MED-G42,0,1.758087537,0.646102343,unlinked
MarDB_marine_actinobacterium_MedAcidiG2B,MAGsDB_DCQE01,0,1.406023504,0.522406384,unlinked
MarDB_Dokdonia_donghaensis_MED134,MarRef_Synechococcus_sp_RCC307,0,2.470317214,0.619320688,unlinked
MAGsDB_DCQX01,MAGsDB_TARA_PSE_MAG_00005,0,2.538205422,0.576107011,unlinked
MarDB_Alphaproteobacteria_bacterium_UBA3437,MAGsDB_PBZM01,0,1.966377366,0.51928934,unlinked
MAGsDB_DBTA01,MAGsDB_DAHJ01,0,2.583932127,0.796023092,unlinked
MAGsDB_TARA_PON_MAG_00016,MAGsDB_NYXK01,0,2.352513224,0.726445152,unlinked
MarDB_Synechococcus_sp_AG-670-B23,MAGsDB_NZVQ01,0,2.379716202,0.691437803,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-325-C10,MAGsDB_DJZY01,0,2.049433424,0.67734657,unlinked
MAGsDB_DJZM01,MAGsDB_TARA_PON_MAG_00029,0,2.233013894,0.689768977,unlinked
MAGsDB_TARA_RED_MAG_00015,MAGsDB_TARA_ANW_MAG_00013,0,2.472810265,0.606674613,unlinked
MAGsDB_NZVC01,MarDB_Marine_group_II_euryarchaeote_REDSEA-S11_B3N4,0,2.998566297,0.845630372,unlinked
MarDB_Prochlorococcus_sp_AG-355-M18,MAGsDB_TARA_PSE_MAG_00059,0,3.062915114,0.675745785,unlinked
MAGsDB_TARA_PSW_MAG_00046,MarDB_alpha_proteobacterium_SCGC_AAA536-G10,0,0.992913478,0.506578947,unlinked
MarDB_GCF_003326805.1_ASM332680v1,MAGsDB_PAQU01,0,2.229410552,0.672149123,unlinked
MAGsDB_TARA_MED_MAG_00006,MAGsDB_PACC02,0,1.337300907,0.454285714,unlinked
MAGsDB_PAHI01,MarDB_Candidatus_Pelagibacter_ubique_SCGC_AAA795-F16,0,2.698371931,0.691076923,unlinked
MAGsDB_PBMG01,MarDB_Marine_group_II_euryarchaeote_REDSEA-S11_B3N4,0,2.811574797,0.79245283,unlinked
MAGsDB_PAWM01,MAGsDB_TARA_PSW_MAG_00017,0,2.680448714,0.742490989,unlinked
MarDB_Vibrio_chagasii_strain_LC2-408,MAGsDB_PAXN01,0,1.910311537,0.601288245,unlinked
MarDB_Prochlorococcus_sp_AG-459-N19,MarDB_Nitrosopumilus_sp_Nsub,0,2.944150186,0.793911007,unlinked
MAGsDB_TARA_MED_MAG_00019,MarDB_Pseudoalteromonas_lipolytica_UCD-48B,0,2.314537894,0.673801031,unlinked
MAGsDB_TARA_PSW_MAG_00032,MAGsDB_TARA_PSE_MAG_00002,0,0.991947745,0.440122044,unlinked
MAGsDB_DGPX01,MAGsDB_DLRJ01,0,2.626922227,0.707291667,unlinked
MAGsDB_DAME01,MAGsDB_PAPF01,0,2.790027227,0.819338422,unlinked
MAGsDB_TARA_ANE_MAG_00030,MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin12,0,2.544991144,0.796992481,unlinked
MAGsDB_DBSR01,MarDB_Prochlorococcus_sp_AG-418-F08,0,2.742095109,0.676344086,unlinked
MAGsDB_PBLC01,MAGsDB_DACZ01,0,3.257554551,0.790055249,unlinked
MAGsDB_NZAK01,MarDB_Prochlorococcus_sp_AG-402-L23,0,2.843501427,0.660416667,unlinked
MAGsDB_DLRM01,MAGsDB_TARA_PSW_MAG_00028,0,1.682023088,0.668739635,unlinked
MAGsDB_PBLK01,MAGsDB_DBHQ01,0,2.110962974,0.618905047,unlinked
MAGsDB_PAPG01,MAGsDB_TARA_PSW_MAG_00014,0,2.28101772,0.596080102,unlinked
MAGsDB_TARA_PSE_MAG_00046,MarDB_Prochlorococcus_sp_AG-670-O17,0,2.644463224,0.692307692,unlinked
MarDB_Cryomorphaceae_bacterium_ASP1005a,MarDB_Pelagibacteraceae_bacterium_AG-430-I06,0,2.810602227,0.70040253,unlinked
MarDB_GCA_003450155.1_ASM345015v1,MarDB_GCA_003331195.1_ASM333119v1,0,2.294580073,0.617560401,unlinked
MAGsDB_PBDJ01,MAGsDB_DAHO01,0,2.42451466,0.776415645,unlinked
MAGsDB_TARA_ION_MAG_00011,MAGsDB_DCQV01,0,2.094336592,0.650793651,unlinked
MAGsDB_TARA_ION_MAG_00022,MAGsDB_PAPV01,0,1.366900014,0.460387812,unlinked
MAGsDB_PBQK01,MAGsDB_NZUJ01,0,2.382269273,0.605102407,unlinked
MAGsDB_DKAL01,MAGsDB_TARA_PSE_MAG_00022,0,2.174237614,0.718045113,unlinked
MAGsDB_TARA_PSW_MAG_00002,MarRef_Prochlorococcus_marinus_str_MIT_9312,0,2.888687227,0.586913087,unlinked
MAGsDB_NZAO01,MarDB_Prochlorococcus_sp_AG-363-N16,0,2.638288927,0.645272206,unlinked
MAGsDB_PBSH01,MarDB_Vibrio_sagamiensis_NBRC_104589,0,0.871222227,0.499136442,unlinked
MAGsDB_PBMF01,MarDB_GCA_003444815.1_ASM344481v1,0,1.891808493,0.615069195,unlinked
MarDB_Colwellia_polaris_MCCC1C00015,MAGsDB_DAKS01,0,2.424787227,0.816472358,unlinked
MAGsDB_TARA_RED_MAG_00045,MAGsDB_TARA_ANE_MAG_00014,0,2.27175582,0.620011242,unlinked
MarDB_Lutimaribacter_saemankumensis_strain_DSM_28010,MAGsDB_PBGL02,0,2.976556471,0.80952381,unlinked
MAGsDB_TARA_MED_MAG_00019,MAGsDB_PAME01,0,0.655194784,0.387688278,unlinked
MAGsDB_PBMG01,MAGsDB_PARR01,0,2.295400727,0.671974522,unlinked
MAGsDB_TARA_PSE_MAG_00005,MAGsDB_TARA_PSW_MAG_00100,0,1.063599032,0.539512775,unlinked
MAGsDB_PBSU01,MarDB_Flavobacteriaceae_bacterium_UBA5955,0,2.57731902,0.686337055,unlinked
MarRef_Pseudomonas_stutzeri_CCUG_29243,MAGsDB_DAOU01,0,2.349146354,0.831935592,unlinked
MAGsDB_NHCC01,MAGsDB_TARA_PON_MAG_00015,0,1.420390314,0.62531224,unlinked
ProGenomes_309800_PRJNA12524,MAGsDB_TARA_MED_MAG_00103,0,2.302710854,0.781699954,unlinked
MAGsDB_TARA_PON_MAG_00006,MAGsDB_NZOB01,0,2.445198114,0.718710225,unlinked
MAGsDB_TARA_RED_MAG_00004,MAGsDB_PBDS01,0,1.814034794,0.539908257,unlinked
MAGsDB_TARA_RED_MAG_00015,MAGsDB_PACV01,0,2.816898034,0.620428752,unlinked
MarRef_Halioglobus_japonicus_NBRC_107739,MAGsDB_TARA_PSW_MAG_00113,0,2.52412597,0.653876582,unlinked
MAGsDB_TARA_MED_MAG_00040,MAGsDB_PAAR01,0,2.605849814,0.641666667,unlinked
MarRef_Euzebyella_marina,MAGsDB_PACQ01,0,2.524575934,0.61916637,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-325-E08,MarDB_Pelagibacteraceae_bacterium_AG-337-G04,0,0.461531717,0.247389558,unlinked
MarDB_Prochlorococcus_sp_AG-673-L20,MAGsDB_DLRN01,0,2.832868227,0.661242604,unlinked
MarDB_Prochlorococcus_sp_AG-363-C02,MAGsDB_DLRG01,0,2.580368227,0.694808899,unlinked
MAGsDB_TARA_PSE_MAG_00011,MarDB_Prochlorococcus_sp_AG-347-K15,0,2.921602394,0.689423615,unlinked
MAGsDB_PBBS01,MAGsDB_DJHS01,0,1.733635125,0.668393782,unlinked
MAGsDB_DAPJ01,MAGsDB_NHBH01,0,2.437051027,0.808647654,unlinked
