Phen1,Phen2,Phen3,Phen4,Phen5,Phen6,Phen7,Phen8
3.927,16.605,15.064,13.572,13.562,11.694,5.865,2.591
1.02,2.949,3.491,3.409,2.117,1.626,0.98,0.601
2.871,9.27,9.574,5.571,6.451,6.03,3.934,3.252
3.43,11.314,10.207,9.845,7.451,9.963,8.686,4.372
4.64,11.238,11.006,6.243,7.98,7.281,6.004,6.065
1.383,4.458,4.729,2.927,2.872,2.97,3.374,3.106
2.717,4.521,5.562,4.908,2.73,3.569,1.444,1.458
1.283,5.067,5.325,3.925,2.317,3.456,3.192,2.52
6.077,16.586,12.983,13.049,9.901,7.973,8.69,5.983
2.276,12.858,9.814,9.468,7.678,7.434,3.538,1.727
2.531,14.517,13.051,10.394,8.205,10.466,6.916,3.539
2.246,6.26,5.784,4.237,5.167,5.782,2.496,1.306
1.994,4.489,4.702,3.012,3.578,2.242,2.73,1.93
3.192,9.996,12.24,11.288,9.389,11.103,7.301,4.562
2.906,8.839,8.409,6.541,8.494,8.092,7.338,8.443
3.44,12.783,14.917,8.004,10.237,11.88,4.753,4.374
2.983,8.09,11.39,8.646,7.301,4.731,4.493,3.105
4.48,17.104,19.199,15.205,15.957,12.283,7.291,6.699
3.163,11.729,14.226,9.625,9.217,9.671,8.317,4.386
3.701,8.049,9.573,7.671,5.42,5.874,4.54,2.361
2.696,8.206,9.318,7.351,6.566,7.808,4.498,4.79
9.46,19.255,20.316,17.46,14.645,16.068,18.469,11.7
6.173,28.232,31.209,19.915,22.545,23.46,10.535,3.717
4.277,7.874,10.505,10.32,7.827,8.833,7.958,8.03
0.622,1.172,1.945,1.322,1.223,1.304,1.136,0.701
3.827,8.01,6.596,6.436,5.348,4.764,3.841,2.426
4.145,13.229,16.697,12.569,10.948,12.253,6.139,4.281
5,8.871,8.705,7.16,5.899,5.01,5.105,4.091
3.772,20.272,16.437,16.124,13.035,14.873,6.452,5.63
4.703,11.183,10.903,7.976,6.521,6.668,5.456,4.827
2.672,6.682,8.269,6.327,7.242,4.113,2.956,1.708
2.934,11.91,12.355,9.654,9.844,8.863,6.648,3.579
3.744,15.769,17.319,14.248,13.025,11.133,7.463,4.034
2.07,5.577,7.368,3.913,5.197,5.161,2.352,1.21
1.763,5.199,4.62,4.88,2.954,3.179,1.131,0.875
1.606,11.378,8.839,7.489,7.092,4.773,2.344,1.33
3.329,16.436,14.142,8.928,10.848,8.705,6.394,3.139
2.662,4.587,7.949,6.356,4.135,4.603,5.071,5.084
3.779,6.363,6.088,7.364,3.704,4.155,4.457,2.742
2.807,11.767,11.693,9.091,11.127,7.607,3.736,3.292
3.046,8.776,5.377,6.023,4.247,4.99,3.756,2.373
4.523,7.73,5.72,6.349,6.462,4.682,3.838,4.035
2.042,6.781,7.534,6.912,5.28,5.069,2.221,0.943
5.958,11.578,12.735,9.576,7.558,7.977,7.588,6.3
1.507,2.339,3.202,1.841,1.444,2.139,1.177,1.083
1.422,8.245,12.372,6.812,5.844,7.095,5.789,2.754
5.403,13.48,17.262,15.625,11.428,11.295,9.437,6.571
9.235,31.505,36.79,24.9,24.307,23.535,22.591,16.295
4.358,10.594,9.832,6.997,5.43,7.154,6.813,4.447
2.363,15.792,20.429,12.655,9.161,12.2,5.126,2.952
3.1,16.034,15.481,10.035,7.799,10.918,5.495,1.869
3.071,10.634,10.929,5.529,7.808,9.142,4.302,3.076
3.313,7.513,7.978,4.919,4.165,4.087,3.499,6.571
2.381,12.889,11.638,9.413,6.321,7.248,4.487,1.758
0.934,2.738,1.894,1.48,1.567,1.296,1.063,0.976
6.285,16.349,18.659,14.134,15.113,14.241,9.879,7.115
1.382,15.693,15.318,12.074,10.634,10.018,6.163,1.406
4.686,18.934,14.612,12.983,10.446,13.35,7.553,5.366
0.857,6.614,4.774,5.688,3.403,4.417,2.2,1.723
1.972,5.498,4.385,3.205,2.31,4.74,1.888,3.042
1.557,4.775,5.272,2.342,2.925,3.434,1.67,1.422
4.42,13.107,14.433,10.33,10.282,9.36,7.305,4.356
2.427,13.178,12.599,10.277,9.597,10.617,4.133,4.266
3.332,6.472,5.045,2.833,4.172,3.377,3.783,3.146
4.1,3.768,4.279,2.325,2.636,2.564,2.349,3.546
2.617,10.164,10.77,5.988,6.128,7.191,5.695,2.466
3.883,9.525,6.688,6.537,5.043,6.298,2.625,0.778
5.573,22.175,20.877,15.017,17.44,18.985,7.578,5.714
3.206,7.252,7.261,6.449,5.218,5.465,8.731,6.535
1.039,5.164,4.62,3.321,3.095,3.676,2.06,0.915
3.63,9.099,12.204,10.298,7.273,10.391,4.101,5.946
3.577,8.324,11.135,6.72,7.353,8.955,4.54,1.491
3.459,6.624,5.585,5.424,5.31,7.533,5.993,3.882
1.196,6.571,8.858,5.56,6.464,5.174,1.995,1.018
2.6,7.817,8.97,7.643,6.282,5.881,10.777,9.955
2.776,5.333,6.413,6.063,6.545,3.908,4.017,3.36
1.381,4.805,2.907,3.442,1.934,1.57,1.885,1.044
2.447,10.045,9.509,7.789,7.927,7.17,3.263,1.698
2.289,9.537,8.367,7.372,6.394,5.783,3.228,1.786
3.157,5.55,5.025,3.162,3.314,2.41,4.475,2.923
0.528,2.245,2.455,2.685,1.057,1.848,0.308,0.242
3.18,10.194,11.627,6.982,5.043,9.518,3.98,2.727
1.971,4.969,5.227,4.884,3.909,3.434,3.088,1.77
3.252,7.42,9.225,7.303,7.537,6.043,5.069,3.804
3.998,15.485,14.519,12.283,11.308,11.737,6.245,3.866
1.755,9.419,9.889,6.116,6.298,7.06,2.325,0.979
1.802,6.611,4.07,2.854,2.461,3.154,1.15,0.589
5.534,16.198,16.717,11.389,9.988,10.176,7.371,4.079
2.904,16.404,20.093,11.963,13.511,14.52,7.663,3.577
3.158,11.555,11.621,7.222,7.587,6.474,8.711,4.037
1.805,3.894,4.382,2.819,1.591,1.925,0.758,0.589
1.693,10.612,9.855,5.57,6.239,7.457,5.459,3.812
0.688,4.41,5.031,3.49,2.904,3.468,4.152,0.902
2.73,5.406,6.077,3.919,4.131,3.957,6.876,5.109
4.728,12.134,15.179,12.859,11.702,12.762,6.775,5.361
3.458,9.608,9.474,9.694,7.26,9.62,6.484,4.768
3.63,8.21,10.063,7.523,4.253,6.616,4.979,3.312
2.037,4.407,6.3,5.472,3.94,4.19,3.661,3.077
3.085,8.13,8.508,5.872,5.781,5.679,5.794,5.825
2.436,11.152,13.12,9.31,7.313,9.088,5.801,3.314
4.34,8.169,8.442,6.473,6.987,7.918,10.433,6.013
3.695,15.826,18.05,12.566,9.223,15.768,6.435,3.25
3.872,10.371,10.929,6.843,8.141,7.122,6.709,5.04
3.459,7.456,6.858,6.756,6.836,5.982,3.499,2.732
1.518,7.003,7.384,7.149,5.299,3.836,2.64,0.749
3.481,17.258,13.205,10.547,9.232,10.874,2.946,1.752
3.529,14.099,18.795,19.155,17.323,18.28,9.256,5.185
1.347,5.877,8.181,4.789,5.002,3.067,3.469,1.993
4.857,18.073,16.697,15.563,11.105,15.105,8.284,5.88
1.851,16.428,12.541,12.523,10.457,10.216,6.103,4.85
2.099,6.757,6.555,4.838,4.485,4.527,1.78,1.688
3.756,10.76,11.602,9.293,8.492,7.499,4.342,2.953
5.331,21.016,19.454,16.628,12.32,13.629,9.071,7.542
2.127,6.801,5.396,4.832,4.313,4.258,4.884,1.668
1.442,5.128,3.661,2.141,2.35,2.95,1.29,1.827
2.036,6.237,6.229,5.98,5.557,6.513,5.942,5.061
3.377,10.876,14.435,11.329,9.068,11.573,3.691,4.699
2.736,10.294,9.379,9.013,7.016,5.291,5.427,2.166
5.335,12.457,9.436,7.531,6.985,7.39,7.626,5.36
3.171,11.176,9.005,7.532,5.648,7.159,2.695,1.825
5.097,12.224,11.785,10.186,8.868,6.524,10.153,8.33
1.994,4.539,2.885,3.578,1.38,1.517,3.778,2.043
3.648,14.11,16.86,12.58,9.554,11.333,6.418,4.014
6.635,13.41,13.399,13.14,12.091,9.051,10.408,8.745
3.808,15.215,15.068,12.516,10.178,19.723,8.843,7.175
1.519,10.314,7.96,6.208,4.203,5.614,3.669,2.03
3.282,9.284,7.858,6.619,7.472,8.122,5.573,4.23
4.433,13.461,14.895,11.619,13.098,11.502,6.141,4.915
2.184,9.54,9.334,7.838,6.768,7.4,3.054,1.394
2.138,6.121,6.717,5.86,4.914,2.869,2.562,1.043
2.011,6.503,4.53,4.072,3.613,2.948,2.475,1.204
3.719,16.094,11.604,9.601,7.59,9.717,7.841,4.846
3.518,6.297,7.455,5.366,5.659,4.617,4.467,4.966
3.243,9.619,6.717,5.498,3.049,5.114,1.802,1.577
0.617,5.149,6.686,4.791,4.532,3.364,1.035,0.71
6.021,16.286,19.049,20.314,13.079,13.538,11.45,9.637
4.159,14.807,11.983,10.356,10.061,10.926,7.984,5.208
2.593,7.847,6.735,6.995,5.299,5.097,4.722,2.493
1.186,7.479,4.333,2.675,3.758,2.874,1.354,0.799
2.72,8.469,9.928,6.855,6.11,5.349,5.327,4.918
2.976,13.244,12.41,8.453,9.011,6.269,3.376,1.534
3.287,6.669,8.791,7.704,4.9,5.282,5.383,4.552
3.133,12.662,18.179,11.822,13.699,14.781,9.733,5.448
3.375,19.275,14.448,13.067,9.784,11.425,8.376,3.147
4.66,13.152,9.042,8.717,9.085,6.491,5.037,3.652
3.31,18.103,12.643,10.747,10.257,7.993,5.866,2.11
0.496,2.365,2.516,1.26,1.401,1.629,0.989,0.682
2.285,4.351,4.919,4.024,3.589,3.235,1.635,2.81
2.505,7.22,9.918,5.921,6.149,7.345,3.668,2.05
2.765,8.355,9.934,8.375,6.745,7.879,4.911,2.453
0.786,3.546,3.188,2.657,2.672,2.161,1.423,1.487
2.189,9.469,8.969,8.707,5.158,6.659,2.877,1.968
5.122,16.97,14.664,13.898,12.19,17.04,10.471,9.257
1.983,5.497,4.77,4.517,4.669,2.821,1.256,1.285
3.364,11.634,15.114,12.167,9.213,9.258,6.157,2.174
4.434,18.653,20.664,14.84,11.864,16.796,14.339,8.256
2.707,4.206,4.977,3.73,3.828,2.692,5.28,6.614
3.381,7.225,9.481,5.745,5.982,6.26,4.996,3.105
1.857,5.651,4.739,3.235,3.157,3.21,4.029,3.815
2.004,5.147,4.254,2.397,3.69,2.644,1.331,0.631
1.518,4.906,6.445,4.201,4.345,3.633,2.844,1.952
5.85,16.568,19.542,18.006,12.346,17.705,8.166,7.45
1.827,1.605,1.229,0.804,0.89,1.317,0.975,1.433
3.78,9.286,12.593,11.525,12.225,11.568,3.777,3.618
2.959,7.439,6.231,5.155,3.865,3.871,1.225,2.023
1.603,15.59,15.537,13.582,14.824,11.173,3.73,1.519
2.65,10.65,11.128,7.094,6.09,8.385,5.072,1.775
1.814,6.728,4.494,2.293,2.947,2.517,2.776,1.503
5.695,10.379,10.231,8.49,7.671,8.101,8.045,8.116
3.465,7.29,5.736,5.112,5.207,5.131,4.307,4.126
6.998,17.028,14.303,13.843,12.508,13.091,9.595,9.309
2.559,16.168,16.8,11.512,10.339,11.256,4.924,2.633
1.216,5.392,5.941,4.765,4.117,3.434,1.353,0.728
3.429,20.832,24.808,13.502,15.319,15.574,6.36,5.037
2.26,7.428,6.265,6.379,4.335,5.832,1.779,1.739
2.168,11.989,9.375,6.978,7.405,8.773,4.208,3.192
2.207,10.665,8.591,7.665,6.73,6.961,3.574,3.39
1.312,5.854,6.731,4.691,4.697,4.273,1.642,1.389
3.514,15.673,11.672,9.517,7.772,6.298,2.952,1.995
4.795,22.104,18.323,16.717,13.003,16.114,10.276,6.262
5.472,11.881,13.464,12.831,7.92,11.466,5.681,4.91
1.24,4.15,7.99,5.544,2.84,2.94,1.027,0.719
4.198,18.809,14.73,10.936,10.091,8.897,5.905,2.503
6.625,15.065,14.107,15.065,12.988,10.753,4.556,6.452
3.607,5.322,7.04,5.509,4.644,3.97,2.751,3.249
0.817,3.413,1.707,1.592,1.29,1.288,0.964,1.017
3.673,4.745,4.345,2.861,2.664,2.287,2.802,1.861
2.428,23.269,19.656,21.905,14.104,15.269,8.599,3.737
3.63,10.878,10.616,11.591,9.231,10.783,2.428,2.426
1.52,6.281,5.672,5.777,5.287,4.004,3.869,2.219
3.098,3.773,3.895,2.771,3.33,3.766,3.414,3.274
2.635,3.85,4.514,2.176,1.733,2.169,2.699,1.61
3.317,13.581,13.368,13.052,10.748,10.311,4.812,3.561
2.708,8.386,6.579,4.243,3.788,4.328,4.267,3.091
3.224,3.474,3.122,2.495,2.234,4.338,6.493,2.557
3.654,23.337,28.426,18.082,14.756,18.357,8.2,4.091
4.691,11.021,10.661,7.996,8.5,9.661,6.245,3.508
1.266,6.012,5.846,5.733,4.497,4.648,3.723,3.235
1.982,5.409,8.197,5.334,3.954,7.228,2.669,2.683
1.745,6.002,7.529,6.085,6.355,6.573,2.682,3.528
7.304,24.986,23.953,20.13,22.375,19.522,11.358,8.527
1.058,12.475,8.779,7.148,6.801,6.942,2.338,1.276
3.274,14.367,15.005,10.189,8.475,8.01,7.498,5.17
2.307,14.979,17.085,13.284,9.488,9.334,4.799,2.597
4.42,13.585,13.683,10.579,8.364,8.339,4.554,2.708
2.116,8.87,8.683,7.183,6.504,5.438,3.532,2.53
3.316,21.329,17.661,15.859,14.222,13.076,2.933,1.035
7.562,24.258,25.16,23.325,17.414,18.693,13.261,6.489
3.529,25.561,17.365,16.164,13.582,12.134,8.579,3.665
4.473,11.181,10.816,8.73,10.233,9.094,5.037,4.424
3.916,10.976,11.332,6.119,7.106,8.216,5.528,4.715
4.221,13.333,11.985,11.916,8.672,8.152,7.92,7.168
3.738,13.745,12.138,9.008,9.072,8.016,8.681,5.671
4.035,18.448,18.257,13.869,12.907,13.21,4.506,1.802
3.009,14.151,14.241,10.265,9.726,10.393,5.208,1.612
4.975,13.29,12.496,12.374,8.015,10.988,5.543,4.576
6.272,15.088,17.061,12.579,8.119,9.566,10.668,7.71
4.582,21.046,17.846,14.602,9.876,14.353,6.333,3.178
1.949,24.228,28.795,27.544,21.436,21.299,8.413,5.194
2.876,9.376,13.462,7.537,8.444,6.355,3.775,2.244
1.61,2.705,2.186,1.627,1.857,1.763,1.821,0.759
2.607,5.738,4.795,3.333,2.346,2.16,0.836,0.292
3.689,7.459,9.636,6.378,4.571,8.271,6.209,3.938
0.659,7.011,5.196,4.169,3.976,3.643,1.848,0.887
2.645,3.717,3.413,2.603,2.172,2.765,2.032,2.816
4.797,17.863,15.327,14.911,13.814,11.875,8.033,4.312
3.269,13.466,12.557,11.979,9.06,10.101,5.226,4.7
3.377,6.757,6.315,3.995,4.258,5.195,5.023,4.631
3.969,4.192,5.935,3.79,3.841,4.92,3.83,4.912
1.855,4.644,7.348,3.305,4.535,4.014,2.169,2.18
5.75,9.801,10.902,7.738,6.052,8.954,9.1,8.767
2.924,2.187,2.591,1.514,1.752,2.399,3.766,3.041
0.936,1.025,0.766,0.813,0.504,0.41,0.521,0.131
3.899,10.894,7.72,7.695,8.373,5.828,3.719,2.471
2.179,4.701,6.553,3.792,3.594,3.048,2.354,2.603
5.259,14.484,12.711,11.409,8.918,8.117,10.359,6.086
3.928,11.777,9.874,9.506,9.375,7.514,10.702,4.447
3.499,13.719,15.522,10.184,9.955,9.663,6.53,4.02
1.813,8.011,6.693,5.156,4.603,3.8,3.123,1.747
1.25,5.663,8.115,4.912,3.927,4.858,1.806,1.071
3.873,5.833,4.621,4.632,4.068,4.402,3.114,2.702
7.481,16.995,15.607,11.969,12.639,12.957,7.668,5.114
2.186,8.676,8.086,6.871,5.953,5.51,2.749,2.003
7.162,22.809,24.624,17.811,14.433,14.417,10.95,6.598
3.369,15.968,19.339,14.053,10.584,14.624,6.76,4.843
3.918,5.506,6.046,5.799,5.765,5.981,5.805,5.649
1.369,4.186,4.279,2.228,3.263,2.72,1.531,1.188
2.864,5.644,7.889,4.697,3.415,3.519,3.216,1.738
1.931,12.399,14.254,10.378,7.781,10.229,1.79,0.687
1.549,4.233,7.038,5.135,5.508,5.358,2.84,1.93
3.67,3.59,4.99,3.034,3.36,4.03,3.216,2.953
1.389,1.928,3.668,3.109,2.341,1.897,0.749,0.526
1.82,7.111,7.404,5.184,4.007,5.483,4.812,1.986
2.079,5.579,4.79,3.806,3.493,4.002,1.297,1.399
2.521,16.819,13.856,12.903,13.008,10.324,3.753,1.9
4.981,10.89,8.259,8.44,9.051,7.331,6.961,5.028
1.28,1.735,1.967,0.62,1,0.914,1.304,1.405
2.64,6.237,8.902,4.458,5.399,5.324,2.634,2.196
2.213,9.446,8.95,6.205,7.271,6.828,4.203,4.158
3.328,11.722,11.906,11.76,11.148,9.57,7.11,3.548
3.129,8.876,11.025,6.569,6.297,7.399,4.662,2.813
2.042,5.647,3.253,4.558,3.849,3.838,3.987,2.949
4.598,15.432,19.249,14.513,11.538,9.045,5.373,3.602
1.901,9.842,7.284,7.435,6.655,5.658,3.242,2.017
5.127,14.336,13.908,13.097,9.532,11.22,6.625,2.782
2.514,8.333,9.742,6.935,6.62,9.182,3.368,2.727
5.624,11.958,20.864,12.978,13.522,13.765,7.381,5.027
1.531,3.616,4.366,3.785,3.043,2.404,1.794,2.866
2.844,12.845,13.058,10.682,10.097,12.458,3.978,2.92
4.447,14.144,12.195,9.585,9.355,8.625,7.076,1.662
3.662,12.27,13.296,10.558,9.063,7.207,3.323,2.125
5.882,23.224,25.118,17.519,16.932,19.167,11.257,5.658
1.499,4.496,2.793,4.466,2.418,2.653,2.319,1.779
1.202,4.196,5.698,3.692,2.861,3.592,2.369,1.483
4.088,6.42,5.803,5.949,4.36,6.114,4.847,2.832
5.209,14.97,18.589,16.237,16.617,10.772,11.424,9.522
2.972,15.801,12.584,9.522,10.06,11.505,7.124,3.826
2.647,3.286,5.563,4.124,2.452,4.089,1.717,1.244
1.559,13.07,9.947,10.105,6.699,8.478,2.912,2.263
7.837,12.411,11.072,10.366,8.83,7.577,10.833,9.454
3.825,11.171,12.643,7.714,7.515,8.048,5.443,2.996
5.865,15.498,14.923,13.526,11.534,9.531,6.61,3.647
3.408,9.817,9.065,11.368,6.467,10.086,6.213,4.116
4.91,21.586,19.318,15.382,14.788,15.425,10.602,4.817
2.174,11.301,9.481,7.906,7.676,7.777,3.023,3.408
4.807,24.403,25.357,17.776,20.253,18.116,7.324,4.25
2.881,13.468,9.759,9.049,9.305,10.385,7.363,4.421
2.329,4.171,6.078,5.468,3.957,6.857,4.731,3.515
1.546,5.892,6.916,6.93,5.491,5.35,1.166,1.288
3.366,8.454,7.346,5.108,3.968,6.648,3.582,1.5
0.652,4.32,3.148,2.035,1.656,1.73,2.059,1.356
3.638,22.649,16.813,16.29,13.536,13.481,6.013,4.863
2.868,2.95,4.084,4.578,2.957,2.068,2.036,2.701
4.523,22.155,17.426,14.724,12.208,14.242,11.275,6.916
2.384,7.063,6.569,3.813,4.857,4.622,4.499,3.216
1.586,5.689,5.707,5.227,4.544,4.89,2.906,2.657
3.897,18.682,17.301,11.205,10.817,13.637,7.13,2.951
7.179,15.748,17.013,11.177,14.305,12.794,12.481,7.846
2.624,9.859,10.015,7.059,5.522,5.484,2.33,1.401
8.434,17.252,21.308,17.521,19.473,13.55,8.524,6.247
0.969,2.371,2.617,1.699,0.747,1.41,0.666,0.591
3.181,6.331,4.792,3.411,3.414,2.972,4.017,3.672
5.635,12.637,13.048,10.437,8.241,8.261,9.791,8.385
5.856,10.799,9.849,7.429,7.787,5.757,6.345,4.737
1.514,7.272,10.64,7.927,6.6,6.715,3.984,1.184
1.632,13.34,10.789,8.825,7.682,8.632,3.028,1.373
1.286,4.643,5.021,3.717,3.025,3.248,2.267,2.478
4.027,11.034,15.02,12.49,8.746,9.636,6.47,4.196
3.385,4.501,4.503,4.017,2.96,2.834,3.391,2.455
2.397,12.43,10.864,8.313,8.179,6.541,4.235,3.264
2.726,8.356,6.417,6.827,6.168,4.576,5.117,3.902
2.058,6.352,5.504,4.906,3.941,4.949,2.546,2.242
2.198,8.645,6.953,4.985,4.623,4.357,4.34,1.935
0.955,7.972,6.996,6.528,4.584,5.587,1.971,0.58
5.988,21.767,21.085,16.894,11.85,14.368,8.73,5.702
5.773,22.08,22.591,15.778,17.552,14.074,8.894,3.613
3.261,10.193,11.601,7.344,7.074,6.647,6.576,2.927
3.677,8.544,10.226,9.967,7.316,9.413,3.403,3.692
3.099,8.426,7.97,6.96,7.028,5.833,4.744,3.403
3.285,4.865,4.531,3.665,2.751,2.068,2.598,3.152
2.304,4.328,4.235,2.89,3.101,3.541,2.468,2.441
2.22,10.238,11.317,7.463,5.066,6.762,5.941,4.118
4.874,19.677,17.058,13.295,12.248,13.83,8.049,3.686
6.646,15.144,18.802,10.684,12.487,13.817,7.458,6.632
4.347,12.125,10.928,8.398,6.459,6.719,7.894,6.339
2.055,8.837,8.001,7.16,3.436,6.77,2.67,0.991
1.412,7.593,6.108,4.213,3.98,5.491,3.604,2.375
2.24,8.41,5.155,6.133,4.541,4.943,3.544,2.231
2.222,9.199,5.341,4.477,5.151,4.055,1.416,0.761
