Feature,value
Feature D,44.2193653
Feature D,55.90130261
Feature D,51.20708033
Feature D,50.96338851
Feature D,35.53204541
Feature D,49.17795206
Feature D,51.77281892
Feature D,53.16568286
Feature D,42.1605159
Feature D,53.62525831
Feature D,39.62876533
Feature D,58.43245811
Feature D,43.20819426
Feature D,52.59014632
Feature D,49.90746807
Feature D,41.61839689
Feature D,54.86555194
Feature D,48.20026106
Feature D,52.91044665
Feature D,49.30915251
Feature D,53.21098351
Feature D,48.13008313
Feature D,54.6913719
Feature D,45.88691481
Feature D,51.16372991
Feature D,50.27142913
Feature D,53.06315866
Feature D,44.27374503
Feature D,49.06614899
Feature D,44.51900953
Feature D,53.45182695
Feature D,44.17988172
Feature D,58.39343218
Feature D,52.74222961
Feature D,47.91775213
Feature D,55.23717885
Feature D,47.49245436
Feature D,51.37957369
Feature D,51.1691664
Feature D,50.53823059
Feature D,44.41941462
Feature D,40.49493433
Feature D,37.91039574
Feature D,45.26222185
Feature D,52.09675915
Feature D,46.5657751
Feature D,40.7798944
Feature D,60.93886561
Feature D,52.21205654
Feature D,59.6797086
Feature D,55.27821812
Feature D,44.33172529
Feature D,45.52847278
Feature D,39.35591413
Feature D,52.44284072
Feature D,57.74195551
Feature D,42.47709073
Feature D,40.78681412
Feature D,53.29606841
Feature D,38.90112579
Feature D,59.52966935
Feature D,51.43281467
Feature D,37.71062968
Feature D,50.12951337
Feature D,48.63109119
Feature D,33.1895188
Feature D,47.74885182
Feature D,44.47643539
Feature D,42.67621804
Feature D,49.43230092
Feature D,53.10534181
Feature D,58.362053
Feature D,32.20495412
Feature D,52.46166797
Feature D,42.28589333
Feature D,54.93798099
Feature D,50.07517004
Feature D,56.66974303
Feature D,39.10343217
Feature D,50.96778779
Feature D,49.77095603
Feature D,54.28717348
Feature D,46.61298895
Feature D,54.86410108
Feature D,45.33023475
Feature D,45.42457558
Feature D,48.15227581
Feature D,41.58448697
Feature D,45.26057015
Feature D,54.66002297
Feature D,57.91097223
Feature D,54.68552808
Feature D,45.45080895
Feature D,49.91087931
Feature D,48.59093789
Feature D,40.44583516
Feature D,49.54444927
Feature D,43.05424003
Feature D,41.63625469
Feature D,52.35303277
Feature D,43.75240868
Feature D,47.1357075
Feature D,42.15770654
Feature D,48.33566656
Feature D,50.95407932
Feature D,51.01527153
Feature D,41.54845214
Feature D,55.5482535
Feature D,56.95783028
Feature D,50.23746256
Feature D,48.94487729
Feature D,48.46405742
Feature D,49.54527568
Feature D,50.25854153
Feature D,48.82094171
Feature D,51.92293903
Feature D,45.98538875
Feature D,54.77606957
Feature D,47.77390313
Feature D,37.4658359
Feature D,47.40167778
Feature D,50.68212272
Feature D,55.38019004
Feature D,48.3612626
Feature D,36.35958479
Feature D,48.0289906
Feature D,40.80472847
Feature D,42.14336578
Feature D,41.84623769
Feature D,43.20463845
Feature D,54.82277454
Feature D,43.0108266
Feature D,45.36562336
Feature D,49.10504077
Feature D,53.34227775
Feature D,43.99976994
Feature D,43.04265682
Feature D,44.88830567
Feature D,40.9696878
Feature D,53.5202001
Feature D,34.9082512
Feature D,44.83384754
Feature D,39.35315987
Feature D,36.25929129
Feature D,48.17194918
Feature D,57.22941397
Feature D,57.80784213
Feature D,44.62334275
Feature D,43.81826575
Feature D,44.77064218
Feature D,52.26066139
Feature D,32.62981822
Feature D,49.48620285
Feature D,45.56675771
Feature D,43.53636902
Feature D,35.96327981
Feature D,46.76504149
Feature D,38.10565937
Feature D,47.90815276
Feature D,42.63058993
Feature D,48.27791835
Feature D,50.76602448
Feature D,44.9775674
Feature D,41.86560926
Feature D,44.32954663
Feature D,43.99563898
Feature D,39.04034503
Feature D,43.31629072
Feature D,46.83956919
Feature D,46.67500014
Feature D,49.97725044
Feature D,55.75125434
Feature D,50.00202619
Feature D,56.85472185
Feature D,44.11244421
Feature D,56.10401046
Feature D,51.56045345
Feature D,40.84974669
Feature D,50.41302607
Feature D,40.57384296
Feature D,53.68338405
Feature D,44.76152313
Feature D,46.58333888
Feature D,43.92278107
Feature D,42.88693025
Feature D,58.21283826
Feature D,53.95082714
Feature D,52.05127846
Feature D,48.44171975
Feature D,52.41800289
Feature D,51.97027666
Feature D,57.62112359
Feature D,53.10023867
Feature D,46.76286596
Feature D,46.71064234
Feature D,45.19156461
Feature D,45.81756864
Feature D,46.57989636
Feature D,55.3372845
Feature D,34.0298422
Feature D,43.78892503
Feature D,47.20271568
Feature D,40.30044958
Feature D,57.71460366
Feature D,46.59631019
Feature D,41.29849121
Feature D,42.65031728
Feature D,53.23437098
Feature D,59.21405604
Feature D,47.25438898
Feature D,48.64217284
Feature D,42.30878964
Feature D,55.89986826
Feature D,52.33594156
Feature D,34.02447922
Feature D,44.12860473
Feature D,46.59529503
Feature D,41.35103596
Feature D,46.36065495
Feature D,41.19935307
Feature D,50.15584772
Feature D,50.01386858
Feature D,52.86590612
Feature D,50.49873682
Feature D,57.56468423
Feature D,45.68317274
Feature D,35.0801798
Feature D,48.15395528
Feature D,51.89909307
Feature D,45.5925864
Feature D,56.40525887
Feature D,54.56861207
Feature D,51.22495979
Feature D,48.41864855
Feature D,44.6909962
Feature D,46.93833979
Feature D,50.81506709
Feature D,53.80678073
Feature D,46.22331206
Feature D,43.63048045
Feature D,62.85363517
Feature D,51.11134302
Feature D,42.57838077
Feature D,53.58587434
Feature D,48.37011899
Feature D,52.96073549
Feature D,48.31078172
Feature D,47.64942569
Feature D,48.54366972
Feature D,50.47668478
Feature D,44.33948561
Feature D,44.06782062
Feature D,46.89132476
Feature D,49.02780859
Feature D,46.09574127
Feature D,49.90190737
Feature D,41.38958752
Feature D,39.41424928
Feature D,59.3520638
Feature D,50.38726268
Feature D,45.6178312
Feature D,46.32025291
Feature D,52.71071119
Feature D,46.73807511
Feature D,49.15268978
Feature D,46.41164624
Feature D,44.99165365
Feature D,51.61313888
Feature D,48.84896735
Feature D,55.810876
Feature D,41.24761885
Feature D,47.18815556
Feature D,46.74606631
Feature D,41.550826
Feature D,53.98715236
Feature D,47.35560151
Feature D,39.68665206
Feature D,44.44715624
Feature D,41.36799864
Feature D,54.23453108
Feature D,63.25742674
Feature D,43.95770509
Feature D,47.44661995
Feature D,49.67841021
Feature D,64.25375651
Feature D,34.02597922
Feature D,44.91626559
Feature D,40.78323146
Feature D,46.63425116
Feature D,46.34460469
Feature D,43.62114716
Feature D,59.00493431
Feature D,49.54239202
Feature D,62.36151225
Feature D,52.94169976
Feature D,40.4081271
Feature D,43.47905271
Feature D,49.63823051
Feature D,44.53260635
Feature D,50.12573813
Feature D,52.39543585
Feature D,50.52673366
Feature D,47.19232299
Feature D,44.1387664
Feature D,40.26407587
Feature D,50.04536939
Feature D,53.53401404
Feature D,47.52198354
Feature D,52.52170592
Feature D,61.3651781
Feature D,59.60292769
Feature D,45.03056714
Feature D,51.28027105
Feature D,43.78673617
Feature D,52.13888054
Feature D,47.64982116
Feature D,49.66552547
Feature D,42.84591231
Feature D,55.23226749
Feature D,47.4949202
Feature D,45.32448025
Feature D,47.54027176
Feature D,48.45839028
Feature D,57.82118407
Feature D,41.33565607
Feature D,62.75394722
Feature D,43.36012568
Feature D,49.04786025
Feature D,35.65115181
Feature D,44.07323682
Feature D,52.39064018
Feature D,51.03139835
Feature D,50.46343333
Feature D,45.19940818
Feature D,36.9385652
Feature D,41.56305224
Feature D,46.62102741
Feature D,51.72982305
Feature D,53.02467289
Feature D,46.18267171
Feature D,47.09068479
Feature D,47.02289086
Feature D,48.3470732
Feature D,57.22286931
Feature D,43.63972483
Feature D,46.77142368
Feature D,48.47235775
Feature D,39.97040464
Feature D,42.47382459
Feature D,49.20157169
Feature D,50.56241477
Feature D,54.84054126
Feature D,45.20576426
Feature D,56.72340373
Feature D,42.8126627
Feature D,38.42230152
Feature D,36.32391933
Feature D,54.62430165
Feature D,49.82923267
Feature D,47.21746866
Feature D,46.23831968
Feature D,57.51753273
Feature D,55.20687302
Feature D,41.97756173
Feature D,39.6538981
Feature D,54.51177529
Feature D,51.36367084
Feature D,44.93411409
Feature D,50.37871179
Feature D,35.86061338
Feature D,44.00915116
Feature D,50.61004323
Feature D,47.56253017
Feature D,40.30867414
Feature D,54.09159678
Feature D,54.97835604
Feature D,42.35976097
Feature D,46.88720023
Feature D,52.38368364
Feature D,53.18234906
Feature D,44.82751431
Feature D,42.72876096
Feature D,50.07045244
Feature D,36.50389069
Feature D,42.29953446
Feature D,52.64152276
Feature D,37.77720957
Feature D,40.79533724
Feature D,46.55528962
Feature D,46.18755899
Feature D,37.47573145
Feature D,51.05627305
Feature D,41.87126198
Feature D,47.05164638
Feature D,46.82056676
Feature D,52.17977244
Feature D,47.60411124
Feature D,47.19391209
Feature D,57.92844506
Feature D,50.23136929
Feature D,51.74124278
Feature D,50.84939176
Feature D,51.42980776
Feature D,56.0144188
Feature D,47.65737503
Feature D,49.45706368
Feature D,59.8178048
Feature D,44.81977012
Feature D,55.74605388
Feature D,44.35753082
Feature D,58.26083805
Feature D,44.00251572
Feature D,43.11376634
Feature D,54.21841575
Feature D,53.7895892
Feature D,51.31026502
Feature D,49.63913118
Feature D,49.45115882
Feature D,60.32856424
Feature D,39.40479303
Feature D,42.0819821
Feature D,40.32515926
Feature D,53.76453294
Feature D,46.52614839
Feature D,47.21994926
Feature D,58.69984091
Feature D,44.52584128
Feature D,60.13676761
Feature D,39.54335512
Feature D,55.90701368
Feature D,49.93872602
Feature D,45.66839688
Feature D,46.96297858
Feature D,56.03384801
Feature D,58.22283523
Feature D,37.92919307
Feature D,68.52656765
Feature D,63.46765593
Feature D,44.84806899
Feature D,47.61370857
Feature D,44.01871587
Feature D,47.44199347
Feature D,52.43915663
Feature D,48.62017689
Feature D,49.15204199
Feature D,56.87284562
Feature D,34.77678913
Feature D,45.05134172
Feature D,48.86650363
Feature D,43.30139618
Feature D,54.36579744
Feature D,45.32696615
Feature D,45.42491908
Feature D,55.1340708
Feature D,53.00576444
Feature D,47.09815513
Feature D,46.0334572
Feature D,39.31100826
Feature D,43.81629249
Feature D,63.59094139
Feature D,47.77550992
Feature D,53.48095134
Feature D,46.89284101
Feature D,51.65894578
Feature D,47.68363915
Feature D,56.18353173
Feature D,44.9781995
Feature D,37.74563899
Feature D,53.3912981
Feature D,46.57359584
Feature D,56.78044548
Feature D,48.7462696
Feature D,56.72244506
Feature D,50.10136176
Feature D,45.90584712
Feature D,52.35359165
Feature D,45.24456942
Feature D,58.10855539
Feature D,48.8795041
Feature D,35.82085744
Feature D,45.16697952
Feature D,38.20576844
Feature D,34.92986816
Feature D,48.35525191
Feature D,51.88716382
Feature D,43.43143867
Feature D,40.02694604
Feature D,44.38781552
Feature D,38.69684837
Feature D,52.21801077
Feature D,51.44701803
Feature D,38.42825094
Feature D,44.25558683
Feature D,54.28329633
Feature D,46.99164459
Feature D,48.05709535
Feature D,50.50344134
Feature D,51.76100518
Feature D,55.23745883
Feature D,52.63539221
Feature D,39.73459762
Feature D,45.82543845
Feature D,49.81379097
Feature D,47.34552074
Feature D,34.92500831
Feature D,43.45131165
Feature D,54.08730691
Feature D,48.94828297
Feature D,39.16463737
Feature D,49.29555724
Feature D,47.04775516
Feature D,52.03112324
Feature D,60.63935161
Feature D,38.90459921
Feature D,44.96961887
Feature D,47.16742236
Feature D,35.18277
Feature D,47.81268002
Feature D,44.44098577
Feature D,61.41361661
Feature D,30.49214272
Feature D,56.92932701
Feature D,54.04814801
Feature D,52.41054978
Feature D,48.88087196
Feature D,43.73519823
Feature D,54.6337884
Feature D,42.68551761
Feature D,52.16857091
Feature D,50.41583511
Feature D,54.45742918
Feature D,44.42072141
Feature D,44.51407423
Feature D,49.81245938
Feature D,49.83411093
Feature D,56.24399012
Feature D,50.91239657
Feature D,48.86904024
Feature D,53.05571906
Feature D,44.73835311
Feature D,54.55783138
Feature D,41.86475038
Feature D,50.02888423
Feature D,37.75892542
Feature D,49.47869555
Feature D,38.59222121
Feature D,46.61109033
Feature D,37.4552673
Feature D,44.16228102
Feature D,43.34299854
Feature D,51.32864792
Feature D,44.50726722
Feature D,43.38842939
Feature D,55.32909413
Feature D,58.01502246
Feature D,54.56088231
Feature D,39.05254497
Feature D,55.6599185
Feature D,40.62877458
Feature D,47.56829387
Feature D,52.40674922
Feature D,46.71667752
Feature D,47.09764318
Feature D,48.75229456
Feature D,50.56714813
Feature D,50.46810407
Feature D,37.64183248
Feature D,46.9461106
Feature D,49.72103114
Feature D,51.54444007
Feature D,46.0958383
Feature D,43.78409016
Feature D,39.79447319
Feature D,43.62715651
Feature D,47.27085045
Feature D,44.18876371
Feature D,51.56821613
Feature D,50.20500739
Feature D,38.34756939
Feature D,49.90399107
Feature D,51.25022795
Feature D,46.43203806
Feature D,47.84102543
Feature D,45.40657016
Feature D,46.23967954
Feature D,41.95775925
Feature D,50.5512456
Feature D,40.65110045
Feature D,44.45721207
Feature D,42.51817159
Feature D,42.77449371
Feature D,45.78866616
Feature D,45.0884849
Feature D,43.80022872
Feature D,46.47939662
Feature D,38.49061435
Feature D,48.66623021
Feature D,51.79107695
Feature D,40.30140785
Feature D,39.52139627
Feature D,61.39198266
Feature D,49.43704344
Feature D,48.31915756
Feature D,46.80895527
Feature D,50.95588657
Feature D,48.22344637
Feature D,44.72452829
Feature D,45.4051436
Feature D,45.93309176
Feature D,46.08198363
Feature D,43.48980676
Feature D,54.44460914
Feature D,48.56293293
Feature D,43.36159902
Feature D,51.54749241
Feature D,50.10137087
Feature D,47.17452251
Feature D,50.4052912
Feature D,42.56172603
Feature D,46.80695848
Feature D,42.00507177
Feature D,40.89713739
Feature D,46.0116081
Feature D,49.00814881
Feature D,42.52196682
Feature D,46.94965123
Feature D,37.01732327
Feature D,45.31957649
Feature D,55.02400365
Feature D,41.09150461
Feature D,40.84240788
Feature D,46.68083125
Feature D,51.2080244
Feature D,55.41665499
Feature D,63.92244437
Feature D,52.80535943
Feature D,52.02872116
Feature D,60.1675447
Feature D,46.19445418
Feature D,46.71990357
Feature D,49.5196209
Feature D,39.47947173
Feature D,36.98738007
Feature D,58.84073624
Feature D,44.55002554
Feature D,45.25271486
Feature D,42.0422654
Feature D,48.86443558
Feature D,51.54684313
Feature D,46.62833257
Feature D,48.08822816
Feature D,53.70835749
Feature D,47.93539154
Feature D,44.63193917
Feature D,47.63633951
Feature E,48.94604192
Feature E,54.6113285
Feature E,48.6124453
Feature E,62.36355267
Feature E,39.08085657
Feature E,56.40776481
Feature E,51.07183666
Feature E,65.92289285
Feature E,52.59321942
Feature E,56.89102416
Feature E,56.32136382
Feature E,55.48603446
Feature E,57.10871901
Feature E,65.9844824
Feature E,59.56505294
Feature E,55.17854489
Feature E,64.74159731
Feature E,57.4991865
Feature E,57.90200159
Feature E,61.47018089
Feature E,54.96663976
Feature E,58.35294415
Feature E,52.35311869
Feature E,54.74901639
Feature E,54.23785576
Feature E,50.16160177
Feature E,66.20791931
Feature E,50.6466144
Feature E,51.86532354
Feature E,61.94650434
Feature E,53.87626662
Feature E,61.00875856
Feature E,50.35585727
Feature E,53.92295004
Feature E,52.49437873
Feature E,48.18531816
Feature E,52.18012828
Feature E,50.06839716
Feature E,59.14468395
Feature E,52.2540985
Feature E,53.50331277
Feature E,49.03293184
Feature E,55.29119403
Feature E,44.32838186
Feature E,36.30076929
Feature E,65.28063806
Feature E,58.54357018
Feature E,57.8083718
Feature E,40.58095041
Feature E,58.0627747
Feature E,57.11888562
Feature E,53.53406975
Feature E,58.95023258
Feature E,60.72341418
Feature E,53.2670184
Feature E,65.67202247
Feature E,59.9301762
Feature E,61.34631229
Feature E,52.10929431
Feature E,53.21326287
Feature E,48.46448747
Feature E,56.44421451
Feature E,55.58406861
Feature E,54.54770132
Feature E,49.91587543
Feature E,52.60818303
Feature E,65.9106707
Feature E,48.42504386
Feature E,51.5634586
Feature E,45.57940468
Feature E,46.55562559
Feature E,52.27940879
Feature E,51.65227619
Feature E,50.29859061
Feature E,49.35693414
Feature E,52.82023846
Feature E,60.80412326
Feature E,51.85319289
Feature E,46.30077682
Feature E,47.58568917
Feature E,41.97391411
Feature E,43.73690207
Feature E,49.5154789
Feature E,48.14150723
Feature E,47.10584334
Feature E,65.93546192
Feature E,64.5067865
Feature E,69.3864558
Feature E,58.65897541
Feature E,53.03250873
Feature E,47.74043583
Feature E,47.39540243
Feature E,51.01875632
Feature E,61.68312556
Feature E,57.99882337
Feature E,59.33700118
Feature E,52.87727143
Feature E,44.67818194
Feature E,55.95841603
Feature E,52.71232817
Feature E,52.17625016
Feature E,67.10503937
Feature E,59.2181477
Feature E,52.62956278
Feature E,42.57932148
Feature E,52.28015118
Feature E,59.94233352
Feature E,56.23692596
Feature E,55.63264421
Feature E,60.27056183
Feature E,52.98594008
Feature E,51.92518785
Feature E,52.4762032
Feature E,58.40707756
Feature E,52.38391121
Feature E,58.56180685
Feature E,46.63089828
Feature E,46.37360987
Feature E,54.76430165
Feature E,58.56229895
Feature E,51.5540825
Feature E,50.53547193
Feature E,36.963743
Feature E,56.24592525
Feature E,48.58287013
Feature E,56.41544944
Feature E,62.56327034
Feature E,51.02448572
Feature E,58.18035229
Feature E,53.08472536
Feature E,56.21162781
Feature E,47.06520369
Feature E,56.50694157
Feature E,61.82976927
Feature E,64.78027113
Feature E,46.87571607
Feature E,57.20211005
Feature E,50.95185498
Feature E,57.13632377
Feature E,52.92921683
Feature E,52.51180041
Feature E,58.09259698
Feature E,58.47720916
Feature E,55.67446223
Feature E,56.78429629
Feature E,56.27076248
Feature E,55.67024401
Feature E,54.54738096
Feature E,59.49366135
Feature E,58.25939575
Feature E,58.76359703
Feature E,60.64181099
Feature E,57.296024
Feature E,53.08201003
Feature E,47.46317746
Feature E,51.07180528
Feature E,48.7802705
Feature E,52.20894848
Feature E,50.84823256
Feature E,52.8198851
Feature E,47.85660049
Feature E,50.2661873
Feature E,56.13352294
Feature E,55.28163572
Feature E,51.57558191
Feature E,60.07693399
Feature E,44.15322335
Feature E,56.89655165
Feature E,63.4189834
Feature E,51.55291345
Feature E,56.32550951
Feature E,50.65027198
Feature E,53.86790978
Feature E,58.89362077
Feature E,48.51591311
Feature E,50.67107521
Feature E,57.19334008
Feature E,56.49425814
Feature E,58.84115509
Feature E,61.51648918
Feature E,58.61911645
Feature E,47.53420436
Feature E,54.9226882
Feature E,51.60547548
Feature E,53.96485501
Feature E,59.50417413
Feature E,55.65693266
Feature E,54.93113016
Feature E,53.27931153
Feature E,56.38211103
Feature E,46.92824887
Feature E,51.47071186
Feature E,63.69945622
Feature E,57.69673706
Feature E,48.22923584
Feature E,46.62866004
Feature E,48.24401848
Feature E,57.48094114
Feature E,56.59895379
Feature E,50.58850618
Feature E,51.78789395
Feature E,59.86936842
Feature E,52.15755834
Feature E,53.64954432
Feature E,56.11520248
Feature E,52.90603422
Feature E,49.58984157
Feature E,51.52235235
Feature E,47.51399739
Feature E,56.8158757
Feature E,61.99224074
Feature E,55.46557582
Feature E,58.87637536
Feature E,50.09318985
Feature E,53.15814734
Feature E,53.18332706
Feature E,45.41615625
Feature E,54.53335766
Feature E,56.87542355
Feature E,58.10043873
Feature E,61.89392424
Feature E,45.16410338
Feature E,57.70590875
Feature E,58.30244444
Feature E,52.73984515
Feature E,57.614756
Feature E,45.51280515
Feature E,55.28636804
Feature E,35.22547085
Feature E,55.87234982
Feature E,63.60938073
Feature E,63.25192217
Feature E,38.04198372
Feature E,57.21016106
Feature E,51.90167403
Feature E,53.84995165
Feature E,40.70319927
Feature E,56.31024301
Feature E,50.83967587
Feature E,56.24333693
Feature E,52.8526908
Feature E,47.84737467
Feature E,55.99917802
Feature E,57.57041443
Feature E,54.32591572
Feature E,57.40260952
Feature E,51.21593623
Feature E,61.70880489
Feature E,51.85216631
Feature E,50.52208866
Feature E,60.24955669
Feature E,60.68929309
Feature E,58.08393382
Feature E,55.32303996
Feature E,63.56931591
Feature E,47.93615464
Feature E,60.82661996
Feature E,64.28636301
Feature E,54.32765744
Feature E,57.51433202
Feature E,57.65821316
Feature E,61.16149205
Feature E,48.84713744
Feature E,59.37423716
Feature E,43.7463176
Feature E,66.46142127
Feature E,50.57196144
Feature E,52.10285421
Feature E,55.55331106
Feature E,46.49812764
Feature E,52.42263094
Feature E,54.36892464
Feature E,51.96019507
Feature E,66.15776437
Feature E,43.27943609
Feature E,53.36766951
Feature E,61.07308373
Feature E,48.98301117
Feature E,53.16629327
Feature E,65.65970938
Feature E,42.79592641
Feature E,49.17841281
Feature E,46.80954862
Feature E,57.77712831
Feature E,48.80322886
Feature E,56.80683362
Feature E,50.12516171
Feature E,53.08484664
Feature E,59.13728928
Feature E,54.82202252
Feature E,42.35576728
Feature E,50.7846752
Feature E,58.28157059
Feature E,65.16088992
Feature E,47.31104313
Feature E,52.62827378
Feature E,53.51046072
Feature E,49.60460108
Feature E,45.70420306
Feature E,65.0327796
Feature E,62.87000676
Feature E,45.5592797
Feature E,42.69616721
Feature E,52.33580263
Feature E,56.58256683
Feature E,53.22727999
Feature E,60.77558757
Feature E,52.52082904
Feature E,47.00671311
Feature E,63.11929376
Feature E,52.59583954
Feature E,52.29615848
Feature E,52.4210503
Feature E,54.33602582
Feature E,40.08802866
Feature E,58.09978279
Feature E,58.32739139
Feature E,57.77547114
Feature E,51.53324628
Feature E,54.59585056
Feature E,45.39052397
Feature E,56.15868213
Feature E,49.09766786
Feature E,61.90135755
Feature E,48.44505859
Feature E,41.6454877
Feature E,55.0359551
Feature E,44.2166632
Feature E,48.43292029
Feature E,58.82419374
Feature E,65.23399049
Feature E,52.42393146
Feature E,59.82990779
Feature E,45.73581683
Feature E,64.38300789
Feature E,53.96947691
Feature E,49.32071854
Feature E,56.38526353
Feature E,49.14450638
Feature E,54.30193818
Feature E,54.61063225
Feature E,61.01474128
Feature E,50.60045344
Feature E,51.74795827
Feature E,54.74396123
Feature E,59.38424687
Feature E,65.37358196
Feature E,63.49311873
Feature E,59.76153212
Feature E,42.58153814
Feature E,59.68394852
Feature E,58.52052223
Feature E,49.81321724
Feature E,50.61041873
Feature E,45.78509793
Feature E,53.92471815
Feature E,54.54378009
Feature E,43.47869724
Feature E,44.5119742
Feature E,55.04691046
Feature E,47.83869637
Feature E,52.20470207
Feature E,60.04630012
Feature E,51.44453279
Feature E,54.76238589
Feature E,57.69462615
Feature E,47.25205373
Feature E,61.45606213
Feature E,59.50209214
Feature E,61.63779176
Feature E,51.44279338
Feature E,45.21408246
Feature E,57.0669777
Feature E,57.71119351
Feature E,69.24221174
Feature E,64.31695756
Feature E,51.21070341
Feature E,47.95933626
Feature E,57.72593378
Feature E,65.95945496
Feature E,46.90119621
Feature E,49.31699035
Feature E,64.48616993
Feature E,65.02312189
Feature E,55.16733849
Feature E,44.27861829
Feature E,50.74457684
Feature E,61.00451304
Feature E,66.92240145
Feature E,53.90474076
Feature E,50.2113292
Feature E,55.8317239
Feature E,54.86927162
Feature E,48.54398816
Feature E,57.55130504
Feature E,62.34266585
Feature E,54.07872256
Feature E,57.7545012
Feature E,55.5125102
Feature E,56.76939656
Feature E,52.71826146
Feature E,61.18725635
Feature E,55.3908188
Feature E,50.98295129
Feature E,57.78274278
Feature E,59.74378515
Feature E,53.55310282
Feature E,37.93101354
Feature E,63.81698632
Feature E,49.49621671
Feature E,51.90513655
Feature E,63.71178444
Feature E,42.61176067
Feature E,47.36073384
Feature E,49.50329575
Feature E,46.12271178
Feature E,60.61972994
Feature E,61.5869768
Feature E,57.00525679
Feature E,51.36356505
Feature E,51.45792015
Feature E,50.59156157
Feature E,50.8517618
Feature E,56.89695356
Feature E,59.45558019
Feature E,51.26053388
Feature E,55.91394239
Feature E,39.68524349
Feature E,54.45502184
Feature E,48.72934886
Feature E,60.59119908
Feature E,61.11494645
Feature E,40.82102771
Feature E,59.53390511
Feature E,50.60562964
Feature E,53.01635387
Feature E,59.39100496
Feature E,58.13500391
Feature E,49.08586053
Feature E,55.92040054
Feature E,51.19754861
Feature E,61.51113202
Feature E,44.57116449
Feature E,58.91852671
Feature E,62.34657653
Feature E,38.34284994
Feature E,57.88647958
Feature E,51.82212251
Feature E,54.66133051
Feature E,52.37955511
Feature E,58.15258384
Feature E,59.56968183
Feature E,57.55878061
Feature E,53.36224339
Feature E,51.45522523
Feature E,53.15811749
Feature E,52.63625309
Feature E,55.23037163
Feature E,49.05242707
Feature E,57.5074835
Feature E,48.010208
Feature E,45.09431096
Feature E,55.5466649
Feature E,56.49174002
Feature E,60.15251744
Feature E,58.35645641
Feature E,55.31872426
Feature E,58.14959767
Feature E,48.11701359
Feature E,47.15634178
Feature E,46.70707202
Feature E,54.26837122
Feature E,57.96882225
Feature E,59.43835348
Feature E,62.90220872
Feature E,55.97520353
Feature E,53.2308513
Feature E,50.03233834
Feature E,55.52440932
Feature E,53.61386835
Feature E,52.0492241
Feature E,49.93786161
Feature E,47.96481061
Feature E,48.10231801
Feature E,62.81298217
Feature E,55.503707
Feature E,51.41956946
Feature E,44.52485352
Feature E,55.15718242
Feature E,51.01619967
Feature E,53.48465069
Feature E,52.75710747
Feature E,58.65633233
Feature E,53.58818845
Feature E,52.9319915
Feature E,68.23703087
Feature E,60.52322519
Feature E,54.78010939
Feature E,49.61281202
Feature E,61.0747781
Feature E,48.40410266
Feature E,53.71161496
Feature E,59.11551449
Feature E,51.53212731
Feature E,51.79674106
Feature E,56.64185485
Feature E,54.8368268
Feature E,52.50448433
Feature E,52.74375579
Feature E,55.50539535
Feature E,56.800372
Feature E,61.7655709
Feature E,51.48460632
Feature E,61.89995671
Feature E,45.20870186
Feature E,50.12948058
Feature E,45.8825889
Feature E,55.85664937
Feature E,56.52516828
Feature E,45.80384749
Feature E,54.28718683
Feature E,48.51680235
Feature E,56.96305713
Feature E,44.67051696
Feature E,59.18830389
Feature E,53.73355241
Feature E,47.78434384
Feature E,53.50246733
Feature E,52.40599785
Feature E,51.81323176
Feature E,45.01590545
Feature E,50.48873906
Feature E,52.96003426
Feature E,45.10048676
Feature E,55.81416831
Feature E,62.23869832
Feature E,58.6925232
Feature E,49.20880225
Feature E,50.0588027
Feature E,51.20584647
Feature E,57.63536049
Feature E,53.76288278
Feature E,48.32966098
Feature E,44.92809234
Feature E,57.35578298
Feature E,47.7362193
Feature E,56.98207243
Feature E,54.43842549
Feature E,58.33062609
Feature E,60.56502901
Feature E,45.46023366
Feature E,60.13382195
Feature E,58.12689047
Feature E,52.15527066
Feature E,53.88150567
Feature E,56.93039031
Feature E,57.96300486
Feature E,43.71574004
Feature E,62.75314189
Feature E,45.5526271
Feature E,41.51301528
Feature E,59.72543631
Feature E,44.93044647
Feature E,52.6551412
Feature E,45.92082663
Feature E,43.23249414
Feature E,51.34731602
Feature E,57.88267215
Feature E,55.89539628
Feature E,50.1451571
Feature E,53.90545772
Feature E,53.40782912
Feature E,53.85885307
Feature E,51.32377023
Feature E,56.16569942
Feature E,47.50378493
Feature E,56.26510437
Feature E,51.96355377
Feature E,51.98640845
Feature E,58.23482456
Feature E,51.43456907
Feature E,48.08789849
Feature E,46.78176995
Feature E,58.01419646
Feature E,40.00027574
Feature E,51.49850656
Feature E,55.08873833
Feature E,45.75023755
Feature E,54.04177775
Feature E,58.02144011
Feature E,43.05342848
Feature E,48.67671625
Feature E,64.57357466
Feature E,50.07225347
Feature E,48.20343324
Feature E,48.85368863
Feature E,51.3940836
Feature E,55.11551932
Feature E,49.7779964
Feature E,55.2103176
Feature E,58.21171648
Feature E,56.01708907
Feature E,58.49895421
Feature E,49.19470599
Feature E,53.26355164
Feature E,57.98573155
Feature E,54.3297473
Feature E,55.2761702
Feature E,54.30516408
Feature E,55.0975011
Feature E,53.85196243
Feature E,47.40365401
Feature E,55.04399599
Feature E,51.26779967
Feature E,62.61467317
Feature E,50.82245898
Feature E,54.91290838
Feature E,42.16043206
